iter	MultiClass
159	0.6260958028
160	0.6251054899
161	0.6239616923
162	0.6221411477
163	0.6214376567
164	0.6198962247
165	0.6184985834
166	0.6174535915
167	0.6166177344
168	0.6156510656
169	0.6142930933
170	0.613339722
171	0.6119732585
172	0.6098953889
173	0.6084187069
174	0.6072042373
175	0.6058091067
176	0.6047702793
177	0.6036305051
178	0.6025357665
179	0.6014129572
180	0.6000654636
181	0.5989465275
182	0.5984076407
183	0.5977267732
184	0.5969317147
185	0.5954944276
186	0.594666403
187	0.5933996584
188	0.5922652195
189	0.591237163
190	0.5896873696
191	0.5885137924
192	0.587238818
193	0.5860145995
194	0.5850315768
195	0.5831987728
196	0.582380719
197	0.5818955568
198	0.5808125506
199	0.5799541258
200	0.5789013011
201	0.5781036243
202	0.5774375319
203	0.5767526495
204	0.5760884236
205	0.5755856341
206	0.5750202051
207	0.5737544632
208	0.5729457706
209	0.5715959949
210	0.5709611902
211	0.570028184
212	0.5688631354
213	0.5680726622
214	0.56733984
215	0.5659703325
216	0.5651220516
217	0.5640334219
218	0.5630745736
219	0.5615930043
220	0.5606190764
221	0.5595811775
222	0.5585877797
223	0.5577005845
224	0.5565747051
225	0.5555482519
226	0.555011366
227	0.554352434
228	0.553404365
229	0.5527082075
230	0.5520681956
231	0.5512069035
232	0.5502225126
233	0.5493294801
234	0.5487866706
235	0.5483162189
236	0.5475050559
237	0.5466602789
238	0.5461859397
239	0.5452112251
240	0.5441823828
241	0.5436349489
242	0.543186067
243	0.5423404713
244	0.5413698222
245	0.5405232404
246	0.5398377215
247	0.5392565388
248	0.5384008108
249	0.5377848388
250	0.5373180138
251	0.5368493748
252	0.5361812889
253	0.5357683463
254	0.5348990642
255	0.5342391304
256	0.5338519921
257	0.5330206144
258	0.5324015914
259	0.5309593394
260	0.5303480674
261	0.5296288618
262	0.5290886189
263	0.5283457914
264	0.5273625583
265	0.526613831
266	0.5261929851
267	0.5254993109
268	0.5249651887
269	0.5241610835
270	0.5229979225
271	0.5225548338
272	0.5220443265
273	0.5210357459
274	0.5205403374
275	0.5198325954
276	0.5195309608
277	0.518861809
278	0.5176977431
279	0.5170229796
280	0.5165942965
281	0.5162178325
282	0.5156336968
283	0.5148796691
284	0.5146435062
285	0.5138399093
286	0.5133467786
287	0.5126350717
288	0.5121115444
289	0.5116396621
290	0.5108101131
291	0.5099538794
292	0.5092246692
293	0.5090065244
294	0.5080084091
295	0.5070053217
296	0.50625855
297	0.505756516
298	0.5052070236
299	0.5047008419
300	0.5039205664
301	0.5036628094
302	0.5030673841
303	0.5022642198
304	0.5018580278
305	0.501265313
306	0.5006148697
307	0.5000195023
308	0.4993396781
309	0.4982677611
310	0.4977832779
311	0.4971544311
312	0.4963436484
313	0.4954224676
314	0.495090889
315	0.4945667321
316	0.4941071638
317	0.4937216266
318	0.4933911203
319	0.4930952122
320	0.4923294955
321	0.491733985
322	0.4914549252
323	0.4911711432
324	0.4907136944
325	0.4902261612
326	0.4897637901
327	0.489355731
328	0.4888916563
329	0.4885961941
330	0.4876321543
331	0.4872116955
332	0.4866018362
333	0.4859826508
334	0.4854266052
335	0.4850032469
336	0.484557611
337	0.4839854978
338	0.4830362597
339	0.4827191817
340	0.4821564834
341	0.4817603806
342	0.4815134485
343	0.4809837369
344	0.4806860995
345	0.4803558182
346	0.4799552029
347	0.4796977646
348	0.4793403893
349	0.4788569245
350	0.4783566777
351	0.4777696008
352	0.4773768259
353	0.4769325327
354	0.4763067179
355	0.4757551337
356	0.4752701587
357	0.4745971891
358	0.4740748481
359	0.4734670363
360	0.4731790422
361	0.4728110132
362	0.472517593
363	0.4718481594
364	0.4715077647
365	0.4710102156
366	0.4706673192
367	0.470361003
368	0.4701411867
369	0.4694099125
370	0.4688706089
371	0.4686400152
372	0.4682279066
373	0.4677005804
374	0.467006335
375	0.4667884641
376	0.4666224821
377	0.4661780684
378	0.4659146256
379	0.4655769639
380	0.4648902943
381	0.4641463983
382	0.4639710992
383	0.4634651831
384	0.4628018679
385	0.4624811549
386	0.4622218003
387	0.4619974177
388	0.4617337953
389	0.4614284078
390	0.4611132654
391	0.4610208965
392	0.4607743926
393	0.4602324271
394	0.4597778026
395	0.4592967821
396	0.4590327624
397	0.4588941921
398	0.4586642926
399	0.4583055134
400	0.4578248592
401	0.4574481722
402	0.456919197
403	0.4564502769
404	0.4559285535
405	0.4553594343
406	0.4550860793
407	0.454625243
408	0.4543833951
409	0.4539994289
410	0.4534523804
411	0.4531417496
412	0.4528583675
413	0.4524307296
414	0.4523146204
415	0.4518894877
416	0.4512947227
417	0.4508300755
418	0.4505803595
419	0.4501781053
420	0.4498525963
421	0.4493000638
422	0.4491129181
423	0.448985514
424	0.4487877472
425	0.4485112786
426	0.4479536423
427	0.4478275281
428	0.4474800852
429	0.4468641455
430	0.4464958471
431	0.4462137979
432	0.4460808684
433	0.4456464298
434	0.4451101923
435	0.4446978465
436	0.4441307311
437	0.4435810336
438	0.4432021117
439	0.4428085549
440	0.4426878644
441	0.4424447859
442	0.4420639708
443	0.44168297
444	0.4414489254
445	0.4411660637
446	0.44089119
447	0.4406446553
448	0.4401651615
449	0.4399110477
450	0.439374992
451	0.4389851419
452	0.4386263615
453	0.4383304484
454	0.4379099665
455	0.437596439
456	0.4372841291
457	0.4370301132
458	0.43644326
459	0.4359581618
460	0.4357791238
461	0.4356052288
462	0.4351630581
463	0.4346663529
464	0.4341003948
465	0.4335229734
466	0.4333291022
467	0.4330889561
468	0.4326918098
469	0.4325394849
470	0.4321834588
471	0.4319551776
472	0.4316131826
473	0.4313724107
474	0.4311516803
475	0.4309034176
476	0.4306820132
477	0.4305521853
478	0.4303838114
479	0.4301690572
480	0.4299774454
481	0.4297765904
482	0.429324092
483	0.4291439007
484	0.4289953236
485	0.4287293094
486	0.4285679461
487	0.4281755083
488	0.4276549123
489	0.4271335949
490	0.4268363096
491	0.4265766962
492	0.426141172
493	0.4259213735
494	0.4256670002
495	0.4254027103
496	0.4249799891
497	0.4247565151
498	0.4243560814
499	0.4242043609
500	0.4237989784
501	0.423511239
502	0.4233844207
503	0.4230729474
504	0.422779314
505	0.4224189459
506	0.421923259
507	0.421687978
508	0.4213112449
509	0.4209509644
510	0.4203131114
511	0.4200997769
512	0.4198737614
513	0.4195882821
514	0.4194370349
515	0.419072234
516	0.4187517129
517	0.4185778411
518	0.4183311009
519	0.4179497425
520	0.4177464592
521	0.417465832
522	0.4172854928
523	0.4170032984
524	0.4168031007
525	0.4164422927
526	0.4162210318
527	0.4159379424
528	0.415529798
529	0.4149869412
530	0.414779631
531	0.4144235462
532	0.4142707639
533	0.4139747682
534	0.4136608044
535	0.4133025191
536	0.4128817272
537	0.4126675637
538	0.4124564214
539	0.4122159302
540	0.4120087626
541	0.4117505795
542	0.4115745444
543	0.4112876812
544	0.4109122216
545	0.410589277
546	0.4103280001
547	0.4100517024
548	0.4096907304
549	0.4095491518
550	0.4093429104
551	0.4090480191
552	0.4088552748
553	0.4086370723
554	0.4084256177
555	0.408274418
556	0.4077261807
557	0.407303729
558	0.4067971945
559	0.4065835582
560	0.4063015988
561	0.4062080725
562	0.4058992532
563	0.4057347205
564	0.4053346662
565	0.4051841872
566	0.4049920476
567	0.4048556908
568	0.4046274606
569	0.4045026585
570	0.4042816414
571	0.4040610819
572	0.4038351495
573	0.4035868664
574	0.4032651605
575	0.4030676324
576	0.4027162992
577	0.4024152768
578	0.402261742
579	0.401839483
580	0.401616335
581	0.4014915537
582	0.4013039277
583	0.4011723286
584	0.4009061467
585	0.4006711913
586	0.4004957822
587	0.4001843049
588	0.4000190306
589	0.3998058846
590	0.3997344523
591	0.3995069822
592	0.399300787
593	0.3991603038
594	0.3989774599
595	0.3985692001
596	0.3981991975
597	0.3980517136
598	0.3977380209
599	0.3975633573
600	0.3973015104
601	0.397202385
602	0.3970718603
603	0.3969355851
604	0.3966124767
605	0.3965279911
606	0.3963294705
607	0.3961957687
608	0.3958565723
609	0.3955355387
610	0.3954178716
611	0.3951558657
612	0.3948058817
613	0.3946793957
614	0.3944193345
615	0.3942291788
616	0.3940529413
617	0.3938084049
618	0.3935456476
619	0.3933547595
620	0.3931373734
621	0.3929894704
622	0.3926938633
623	0.3924057944
624	0.3922447368
625	0.3920399525
626	0.3919369722
627	0.3918074895
628	0.3913501226
629	0.3911261391
630	0.3906254828
631	0.3904072215
632	0.39012261
633	0.3899472327
634	0.3897735928
635	0.3893049921
636	0.3891960202
637	0.3890606171
638	0.3888460333
639	0.3885999987
640	0.3884354451
641	0.3881868975
642	0.3880312106
643	0.3878979613
644	0.3877658262
645	0.3875487177
646	0.3873990119
647	0.3871035373
648	0.3870365962
649	0.3868225203
650	0.3867116228
651	0.3865737155
652	0.3863777597
653	0.3860876371
654	0.3859359894
655	0.3857106578
656	0.3855330881
657	0.3853534743
658	0.3851125486
659	0.3845893381
660	0.3843434628
661	0.3842208999
662	0.3839692433
663	0.3838478864
664	0.3837356625
665	0.383441136
666	0.3832726373
667	0.3830650984
668	0.3829460706
669	0.3827715408
670	0.3826067258
671	0.3822362839
672	0.3820212005
673	0.3818016884
674	0.3816115059
675	0.381431387
676	0.3811089716
677	0.3809902924
678	0.3806098441
679	0.3803359959
680	0.380109919
681	0.379614188
682	0.3791876031
683	0.3789921187
684	0.3788177329
685	0.3786834759
686	0.3783837842
687	0.3780426552
688	0.3778564867
689	0.3776769168
690	0.377538964
691	0.3774228186
692	0.3771592681
693	0.3769900018
694	0.3768030552
695	0.3766393317
696	0.3765032539
697	0.3763723981
698	0.3761352636
699	0.3760309151
700	0.375790767
701	0.3755535787
702	0.3750073536
703	0.3748186157
704	0.3745166728
705	0.3744006951
706	0.3742526906
707	0.3741406029
708	0.3738085022
709	0.3735522746
710	0.3733149802
711	0.3732363732
712	0.3730494645
713	0.3728351907
714	0.3725958275
715	0.372429246
716	0.3723316771
717	0.3720107651
718	0.3717069873
719	0.3716087539
720	0.3715082424
721	0.3711813951
722	0.3709181957
723	0.37071741
724	0.3706034721
725	0.3703470314
726	0.3702442197
727	0.3699691444
728	0.3698421071
729	0.3696924847
730	0.3694851615
731	0.3692286488
732	0.3690497374
733	0.3688739207
734	0.3685557338
735	0.3680888207
736	0.3676418239
737	0.3674873566
738	0.367129819
739	0.3668227523
740	0.3666655994
741	0.3664554066
742	0.3661585183
743	0.3659919252
744	0.3654512641
745	0.3652659023
746	0.3651299534
747	0.3650314176
748	0.3648008152
749	0.3644165653
750	0.3642259841
751	0.3639117703
752	0.3637009923
753	0.3635701168
754	0.3635000751
755	0.3633664369
756	0.3632281876
757	0.3630669143
758	0.3628771089
759	0.3627795258
760	0.3625608904
761	0.3623766052
762	0.3622017637
763	0.3619036586
764	0.3618030706
765	0.361528107
766	0.361425428
767	0.3612801375
768	0.36117896
769	0.3610398402
770	0.3608891625
771	0.3606395312
772	0.3603753574
773	0.3602399664
774	0.3600749731
775	0.359983436
776	0.3598446806
777	0.3596222677
778	0.3594206751
779	0.3592070299
780	0.3590274764
781	0.3588549697
782	0.358662012
783	0.3585252135
784	0.3583534714
785	0.3582001102
786	0.3580684985
787	0.3575376679
788	0.3573225391
789	0.3571916307
790	0.3568661785
791	0.3567146485
792	0.3565519771
793	0.3564093242
794	0.3562174512
795	0.3560973591
796	0.3559890348
797	0.355878199
798	0.3557707662
799	0.3555597118
800	0.3552910018
801	0.3551136816
802	0.3548257261
803	0.3547325054
804	0.3545936024
805	0.3544175696
806	0.3543212231
807	0.3541882811
808	0.353956684
809	0.3537477661
810	0.3535445811
811	0.353401162
812	0.3533336312
813	0.353127911
814	0.3530369074
815	0.352767679
816	0.3525074202
817	0.3524257065
818	0.3522822367
819	0.3521261447
820	0.3520254885
821	0.3519000036
822	0.3517390613
823	0.3515782462
824	0.3514143762
825	0.3513311011
826	0.351189957
827	0.3509022507
828	0.3507822572
829	0.3506783831
830	0.3503585898
831	0.3502061897
832	0.3501110141
833	0.3499815204
834	0.3497650891
835	0.3495745527
836	0.3494754647
837	0.3493847322
838	0.3492252213
839	0.3490145985
840	0.3488066138
841	0.3487467143
842	0.3485387811
843	0.3482428876
844	0.3480909443
845	0.3478871078
846	0.3476853809
847	0.3475393777
848	0.3473828224
849	0.3471780207
850	0.3470655213
851	0.346902158
852	0.3465230138
853	0.3463040746
854	0.3461801312
855	0.3458761706
856	0.3457104651
857	0.3455791055
858	0.3454736753
859	0.3452641843
860	0.3449682388
861	0.3448887658
862	0.3446416898
863	0.3445754551
864	0.344477929
865	0.3443385781
866	0.3441650355
867	0.3439779181
868	0.3438810665
869	0.343656524
870	0.3435610432
871	0.3433989992
872	0.3432270751
873	0.3431828439
874	0.3430372781
875	0.342921299
876	0.3428272603
877	0.342672802
878	0.3424424963
879	0.342332476
880	0.3422158199
881	0.3420311968
882	0.341812835
883	0.3417460657
884	0.3414128802
885	0.34126333
886	0.341149646
887	0.3409933938
888	0.3408707213
889	0.3407250728
890	0.3405999682
891	0.3404962044
892	0.3404009002
893	0.3402847499
894	0.340108199
895	0.3399584169
896	0.3397875278
897	0.3396611278
898	0.3395624896
899	0.3393368833
900	0.3390832732
901	0.3389321758
902	0.3387666383
903	0.3386334659
904	0.3385134022
905	0.3383399822
906	0.3382675667
907	0.3381551014
908	0.3380594496
909	0.3379796788
910	0.3376838379
911	0.337546576
912	0.3373293484
913	0.3372682823
914	0.3370357923
915	0.3369016082
916	0.3367506559
917	0.3366181794
918	0.3364307996
919	0.3362178403
920	0.3360965633
921	0.3358475969
922	0.3357728471
923	0.3356559058
924	0.3354928325
925	0.3354080085
926	0.3353377842
927	0.3352044749
928	0.3350854315
929	0.3349783866
930	0.3347697443
931	0.3345921494
932	0.334374064
933	0.3342505295
934	0.334181746
935	0.334066343
936	0.3339591924
937	0.333883516
938	0.3337985999
939	0.3336763453
940	0.333538955
941	0.3333368488
942	0.3332180847
943	0.3331299904
944	0.3329415901
945	0.3327304622
946	0.3326183328
947	0.3325239054
948	0.3322945511
949	0.3321441096
950	0.331994978
951	0.3318785728
952	0.3317255669
953	0.331601011
954	0.3315037817
955	0.3314052556
956	0.3312869982
957	0.331124138
958	0.3309584057
959	0.3308235631
960	0.3307040069
961	0.3305841695
962	0.3305283047
963	0.3303909336
964	0.3302645782
965	0.3301786725
966	0.3299742443
967	0.3298688882
968	0.3297104593
969	0.3295424082
970	0.3294790445
971	0.3292296432
972	0.3290943826
973	0.3289490372
974	0.3287901246
975	0.3285804271
976	0.3284286553
977	0.3282953431
978	0.3282070688
979	0.3280735561
980	0.3279252298
981	0.3277647273
982	0.3276762802
983	0.327614391
984	0.3274871016
985	0.3273128186
986	0.3272056449
987	0.327054077
988	0.3268827153
989	0.3267595843
990	0.3265833753
991	0.3264892342
992	0.3264131554
993	0.3262407504
994	0.3261111229
995	0.3260429802
996	0.3259046894
997	0.325724963
998	0.325641211
999	0.3252793506
